SOURCE_POOL;TARGET_POOL;SEMANTICS;P_PARTIAL;NOISE;NFILES_POS;FOLD;ILASP_TRAIN_SUCCEEDED;STORED_MCC;STORED_MCC_FULL;SURFACE_POS;SURFACE_NEG;TP;FP;TN;FN;MCC;ACCURACY;LEARNED_MODEL_FILENAME;SCORE_SECONDS
sparse;dense;ADM;0.5;0.1;60;4;1;0.4993524711291397;0.7487767802667673;80;80;70;0;80;10;0.881917;0.9375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/ADM_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.21
sparse;dense;ADM;0.5;0.1;20;5;1;0.9625752041255982;1.0;80;80;80;3;77;0;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/ADM_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.2
sparse;dense;ADM;0.5;0.1;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/ADM_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.18
sparse;dense;CMP;1.0;0.0;20;1;1;0.9753048303966929;0.9753048303966929;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.17
sparse;dense;CMP;1.0;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.16
sparse;dense;CMP;1.0;0.0;20;2;1;1.0;1.0;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.17
sparse;dense;CMP;1.0;0.0;60;2;1;1.0;1.0;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.17
sparse;dense;CMP;1.0;0.0;20;3;1;0.8597269536210952;0.8597269536210952;80;80;80;7;73;0;0.916013;0.95625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.19
sparse;dense;CMP;1.0;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.18
sparse;dense;CMP;1.0;0.0;20;4;1;0.9276125895432153;0.9276125895432153;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.17
sparse;dense;CMP;1.0;0.0;60;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.15
sparse;dense;CMP;1.0;0.0;20;5;1;0.827170191868511;0.827170191868511;80;80;80;13;67;0;0.848782;0.91875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.19
sparse;dense;CMP;1.0;0.0;60;5;1;0.9753048303966929;0.9753048303966929;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.18
sparse;dense;CMP;1.0;0.1;20;1;1;0.9393364366277243;0.9393364366277243;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.19
sparse;dense;CMP;1.0;0.1;60;1;1;0.9753048303966929;0.9753048303966929;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.19
sparse;dense;CMP;1.0;0.1;20;2;1;0.9393364366277243;0.9393364366277243;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.18
sparse;dense;CMP;1.0;0.1;60;2;1;0.9875771574795098;0.9875771574795098;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.2
sparse;dense;CMP;1.0;0.1;20;3;1;0.9875771574795098;0.9875771574795098;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_3_pos_20_neg_20_noise_0_1.lp;0.19
sparse;dense;CMP;1.0;0.1;60;3;1;0.9875771574795098;0.9875771574795098;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_3_pos_60_neg_60_noise_0_1.lp;0.19
sparse;dense;CMP;1.0;0.1;20;4;1;0.9393364366277243;0.9393364366277243;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.16
sparse;dense;CMP;1.0;0.1;60;4;1;0.9631774724179828;0.9631774724179828;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.26
sparse;dense;CMP;1.0;0.1;20;5;1;0.827170191868511;0.827170191868511;80;80;80;13;67;0;0.848782;0.91875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.18
sparse;dense;CMP;1.0;0.1;60;5;1;0.9875771574795098;0.9875771574795098;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_full/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.2
sparse;dense;CMP;0.5;0.0;20;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.18
sparse;dense;CMP;0.5;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.21
sparse;dense;CMP;0.5;0.0;20;2;1;0.7585826061362605;0.8707707839849465;80;80;80;7;73;0;0.916013;0.95625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.15
sparse;dense;CMP;0.5;0.0;60;2;1;0.7229568912920512;1.0;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.2
sparse;dense;CMP;0.5;0.0;20;3;1;0.6917032709848392;0.9875771574795098;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.17
sparse;dense;CMP;0.5;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.13
sparse;dense;CMP;0.5;0.0;20;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.17
sparse;dense;CMP;0.5;0.0;60;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.18
sparse;dense;CMP;0.5;0.0;20;5;1;0.33481341250154584;0.8931700896183011;80;80;80;4;76;0;0.95119;0.975;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.18
sparse;dense;CMP;0.5;0.0;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.14
sparse;dense;CMP;0.5;0.1;20;1;1;0.09135703579045046;0.9276125895432153;80;80;80;3;77;0;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.16
sparse;dense;CMP;0.5;0.1;60;1;1;0.7399500264657517;0.9875771574795098;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.22
sparse;dense;CMP;0.5;0.1;20;2;1;0.6606683217121726;0.9875771574795098;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.18
sparse;dense;CMP;0.5;0.1;60;2;1;0.9753048303966929;1.0;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.2
sparse;dense;CMP;0.5;0.1;20;3;1;0.19738550848793068;0.22941573387056174;80;80;3;1;79;77;0.080064;0.5125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_3_pos_20_neg_20_noise_0_1.lp;0.21
sparse;dense;CMP;0.5;0.1;60;3;1;0.7789043068258893;1.0;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_3_pos_60_neg_60_noise_0_1.lp;0.22
sparse;dense;CMP;0.5;0.1;20;4;1;0.5103103630798288;0.8631070856732573;80;80;79;7;73;1;0.902542;0.95;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.17
sparse;dense;CMP;0.5;0.1;60;4;1;0.628970902033151;0.8202913182466887;80;80;78;0;80;2;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.2
sparse;dense;CMP;0.5;0.1;20;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.16
sparse;dense;CMP;0.5;0.1;60;5;1;0.36667939881128453;0.6606683217121726;80;80;57;3;77;23;0.697137;0.8375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/CMP_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.21
sparse;dense;STB;1.0;0.0;20;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.16
sparse;dense;STB;1.0;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.15
sparse;dense;STB;1.0;0.0;20;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.16
sparse;dense;STB;1.0;0.0;60;2;1;0.9875771574795098;0.9875771574795098;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.14
sparse;dense;STB;1.0;0.0;20;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.16
sparse;dense;STB;1.0;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.15
sparse;dense;STB;1.0;0.0;20;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.16
sparse;dense;STB;1.0;0.0;60;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.17
sparse;dense;STB;1.0;0.0;20;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.18
sparse;dense;STB;1.0;0.0;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.14
sparse;dense;STB;1.0;0.1;20;1;1;1.0;1.0;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.21
sparse;dense;STB;1.0;0.1;60;1;1;0.9393364366277243;0.9393364366277243;80;80;80;3;77;0;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.17
sparse;dense;STB;1.0;0.1;20;2;1;0.7337993857053428;0.7337993857053428;80;80;80;19;61;0;0.78496;0.88125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.22
sparse;dense;STB;1.0;0.1;60;2;1;0.9631774724179828;0.9631774724179828;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.19
sparse;dense;STB;1.0;0.1;20;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_3_pos_20_neg_20_noise_0_1.lp;0.18
sparse;dense;STB;1.0;0.1;60;3;1;0.9631774724179828;0.9631774724179828;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_3_pos_60_neg_60_noise_0_1.lp;0.18
sparse;dense;STB;1.0;0.1;20;4;1;0.8707707839849465;0.8707707839849465;80;80;80;7;73;0;0.916013;0.95625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.15
sparse;dense;STB;0.5;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.16
sparse;dense;STB;0.5;0.0;20;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.18
sparse;dense;STB;0.5;0.0;60;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.16
sparse;dense;STB;0.5;0.0;20;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.19
sparse;dense;STB;1.0;0.1;60;4;1;0.9393364366277243;0.9393364366277243;80;80;80;3;77;0;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.19
sparse;dense;STB;1.0;0.1;20;5;1;0.9511897312113419;0.9511897312113419;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.19
sparse;dense;STB;1.0;0.1;60;5;1;0.9511897312113419;0.9511897312113419;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_full/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.17
sparse;dense;STB;0.5;0.0;20;1;1;0.4584559064750046;0.9631774724179828;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.19
sparse;dense;STB;0.5;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.17
sparse;dense;STB;0.5;0.0;20;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.17
sparse;dense;STB;0.5;0.0;60;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.19
sparse;dense;STB;0.5;0.0;20;5;1;0.388955270634576;0.9753048303966929;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.19
sparse;dense;STB;0.5;0.0;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.14
sparse;dense;STB;0.5;0.1;20;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.19
sparse;dense;STB;0.5;0.1;60;1;1;0.975;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v3_sparse/train_output/final_synthetic_v3_sparse_20260707_172223/STB_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.22
