ILASP_TASK_FILENAME;NFILES_POS;NFILES_NEG;NOISE;NEGATIVE_POLICY;NEGATIVE_FLIP_K;P_PARTIAL;TEST_SET_POLICY;TEST_SET_TARGET_PER_CLASS;TEST_SET_POS;TEST_SET_NEG;TEST_SET_SIZE;EVAL_MATCH_POLICY;RUNNING_TIME_ILASP_TRAIN_SECONDS;TEST_LEARNED_TOTAL_SECONDS;TEST_LEARNED_MEAN_SECONDS;TEST_LEARNED_MAX_SECONDS;TEST_ORACLE_TOTAL_SECONDS;TEST_ORACLE_MEAN_SECONDS;TEST_ORACLE_MAX_SECONDS;ANY_TEST_TIMED_OUT;ILASP_TRAIN_TIMED_OUT;ILASP_TRAIN_SUCCEEDED;ILASP_TRAIN_EXIT_CODE;ILASP_TRAIN_RETRIES_USED;TRAIN_TIMEOUT_SECONDS;TEST_TIMEOUT_SECONDS;LEARNED_MODEL_FILENAME;LEARNED_HEURISTIC_RULES;LEARNED_HAS_HEURISTIC;SYNTH_NEG_TOTAL;SYNTH_NEG_ORACLE_LEGAL;SYNTH_NEG_ORACLE_LEGAL_RATE;SYNTH_NEG_ORACLE_REJECT_RATE;TP;FP;TN;FN;PRECISION;RECALL;F1;MCC;ACCURACY;RUN_SEED;ITERATION;TEST_FULL_SET_POS;TEST_FULL_SET_NEG;TP_FULL;FP_FULL;TN_FULL;FN_FULL;MCC_FULL;ACCURACY_FULL;TEST_FULL_TOTAL_SECONDS;ILASP_TRAIN_UNSAT;ILASP_TRAIN_ERROR
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_12_neg_8_noise_0_2.las;12;8;0.2;oracle_neg;1;1.0;grouped_kfold;100;100;100;200;full_exact_model;13.639328374999991;0.17196670200075914;0.0008598335100037957;0.0016793340000731405;0.09876133600062076;0.0004938066800031038;0.00084304200004226;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_12_neg_8_noise_0_2.lp;0;0;0;0;0.0;0.0;100;17;83;0;0.8547008547008547;1.0;0.9216589861751151;0.8422598823413766;0.915;15017168142956359186;3;100;100;100;17;83;0;0.8422598823413766;0.915;0.0;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_24_neg_16_noise_0_2.las;24;16;0.2;oracle_neg;1;1.0;grouped_kfold;100;100;100;200;full_exact_model;39.828163124999946;0.1592656290006289;0.0007963281450031445;0.0015910839999833115;0.10311050800021349;0.0005155525400010675;0.000797083000065868;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_24_neg_16_noise_0_2.lp;0;0;0;0;0.0;0.0;100;29;71;0;0.7751937984496124;1.0;0.8733624454148472;0.7418811204628575;0.855;5873338103420593388;3;100;100;100;29;71;0;0.7418811204628575;0.855;0.0;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_36_neg_24_noise_0_2.las;36;24;0.2;oracle_neg;1;1.0;grouped_kfold;100;100;100;200;full_exact_model;61.38439595900002;0.16416149900032906;0.0008208074950016453;0.001224333000095612;0.10218557899997904;0.0005109278949998953;0.0007274999999253851;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_36_neg_24_noise_0_2.lp;0;0;0;0;0.0;0.0;100;35;65;0;0.7407407407407407;1.0;0.851063829787234;0.693888666488711;0.825;3544502905865147237;3;100;100;100;35;65;0;0.693888666488711;0.825;0.0;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_48_neg_32_noise_0_2.las;48;32;0.2;oracle_neg;1;1.0;grouped_kfold;100;100;100;200;full_exact_model;82.973297;0.15731033999850297;0.0007865516999925148;0.0016937079999479465;0.09560716500084254;0.0004780358250042127;0.0016078749999905995;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_48_neg_32_noise_0_2.lp;0;0;0;0;0.0;0.0;100;2;98;0;0.9803921568627451;1.0;0.99009900990099;0.9801960588196069;0.99;13684341524961073382;3;100;100;100;2;98;0;0.9801960588196069;0.99;0.0;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_72_neg_48_noise_0_2.las;72;48;0.2;oracle_neg;1;1.0;grouped_kfold;100;100;100;200;full_exact_model;105.63698595900007;0.16988988199932464;0.0008494494099966232;0.0015724579998277477;0.10448824500053888;0.0005224412250026944;0.0007867079998504778;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_72_neg_48_noise_0_2.lp;0;0;0;0;0.0;0.0;100;14;86;0;0.8771929824561403;1.0;0.9345794392523363;0.8685539504902852;0.93;10282105124605158308;3;100;100;100;14;86;0;0.8685539504902852;0.93;0.0;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_96_neg_64_noise_0_2.las;96;64;0.2;oracle_neg;1;1.0;grouped_kfold;100;100;100;200;full_exact_model;83.1077604579998;0.167782290999412;0.00083891145499706;0.0014320420000331069;0.10397358800173606;0.0005198679400086803;0.0007193330000063725;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_full/ilasp_task_iter_3_pos_96_neg_64_noise_0_2.lp;0;0;0;0;0.0;0.0;100;5;95;0;0.9523809523809523;1.0;0.975609756097561;0.9511897312113418;0.975;818336126673962573;3;100;100;100;5;95;0;0.9511897312113418;0.975;0.0;0;0
