ILASP_TASK_FILENAME;SEMANTICS;P_PARTIAL;NOISE;RATIO_CONFIG;NFILES_POS;NFILES_NEG;ITERATION;ILASP_TRAIN_SUCCEEDED;LEARNED_MODEL_FILENAME;TEST_FULL_SET_POS;TEST_FULL_SET_NEG;TP_FULL;FP_FULL;TN_FULL;FN_FULL;MCC_FULL;HARD_NEG_COUNT;FP_HARD;TN_HARD;MCC_HARD;ACCURACY_HARD;HARD_EVAL_SECONDS
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_12_neg_8_noise_0_2.las;CMP;0.75;0.2;60pos;12;8;1;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_12_neg_8_noise_0_2.lp;100;100;77;10;90;23;0.6757342853009586;100;15;85;0.6219935742764742;0.81;0.31
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_24_neg_16_noise_0_2.las;CMP;0.75;0.2;60pos;24;16;1;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_24_neg_16_noise_0_2.lp;100;100;100;9;91;0;0.9137080416200247;100;49;51;0.5850486126764433;0.755;0.3517
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_36_neg_24_noise_0_2.las;CMP;0.75;0.2;60pos;36;24;1;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_36_neg_24_noise_0_2.lp;100;100;65;8;92;35;0.5919861758538912;100;16;84;0.4990914039375817;0.745;0.3272
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_48_neg_32_noise_0_2.las;CMP;0.75;0.2;60pos;48;32;1;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_48_neg_32_noise_0_2.lp;100;100;100;5;95;0;0.9511897312113418;100;23;77;0.7912118933399583;0.885;0.3382
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_72_neg_48_noise_0_2.las;CMP;0.75;0.2;60pos;72;48;1;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_72_neg_48_noise_0_2.lp;100;100;100;1;99;0;0.9900495037128093;100;4;96;0.9607689228305227;0.98;0.2885
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_96_neg_64_noise_0_2.las;CMP;0.75;0.2;60pos;96;64;1;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos60_20260705_181553/CMP_partial_0.75/ilasp_task_iter_1_pos_96_neg_64_noise_0_2.lp;100;100;100;2;98;0;0.9801960588196069;100;2;98;0.9801960588196069;0.99;0.3401
