ILASP_TASK_FILENAME;NFILES_POS;NFILES_NEG;NOISE;NEGATIVE_POLICY;NEGATIVE_FLIP_K;P_PARTIAL;TEST_SET_POLICY;TEST_SET_TARGET_PER_CLASS;TEST_SET_POS;TEST_SET_NEG;TEST_SET_SIZE;EVAL_MATCH_POLICY;RUNNING_TIME_ILASP_TRAIN_SECONDS;TEST_LEARNED_TOTAL_SECONDS;TEST_LEARNED_MEAN_SECONDS;TEST_LEARNED_MAX_SECONDS;TEST_ORACLE_TOTAL_SECONDS;TEST_ORACLE_MEAN_SECONDS;TEST_ORACLE_MAX_SECONDS;ANY_TEST_TIMED_OUT;ILASP_TRAIN_TIMED_OUT;ILASP_TRAIN_SUCCEEDED;ILASP_TRAIN_EXIT_CODE;ILASP_TRAIN_RETRIES_USED;TRAIN_TIMEOUT_SECONDS;TEST_TIMEOUT_SECONDS;LEARNED_MODEL_FILENAME;LEARNED_HEURISTIC_RULES;LEARNED_HAS_HEURISTIC;SYNTH_NEG_TOTAL;SYNTH_NEG_ORACLE_LEGAL;SYNTH_NEG_ORACLE_LEGAL_RATE;SYNTH_NEG_ORACLE_REJECT_RATE;TP;FP;TN;FN;PRECISION;RECALL;F1;MCC;ACCURACY;RUN_SEED;ITERATION;TEST_FULL_SET_POS;TEST_FULL_SET_NEG;TP_FULL;FP_FULL;TN_FULL;FN_FULL;MCC_FULL;ACCURACY_FULL;TEST_FULL_TOTAL_SECONDS;ILASP_TRAIN_UNSAT;ILASP_TRAIN_ERROR
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_10_neg_10_noise_0.las;10;10;0.0;oracle_neg;1;0.75;grouped_kfold;100;100;100;200;full_exact_model;2.89084341600001;0.19294237499991596;0.0009647118749995798;0.001307417000020905;0.15049191700026654;0.0007524595850013327;0.0010826660000020638;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train_output/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_10_neg_10_noise_0.lp;0;0;0;0;0.0;0.0;94;15;85;6;0.8623853211009175;0.94;0.8995215311004784;0.7932190690987028;0.895;3137991086056596860;3;100;100;98;13;87;2;0.8551896437954244;0.925;0.343;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_20_neg_20_noise_0.las;20;20;0.0;oracle_neg;1;0.75;grouped_kfold;100;100;100;200;full_exact_model;4.435552333999993;0.19353355499961822;0.0009676677749980911;0.001334165999992365;0.15023101300002395;0.0007511550650001197;0.001459165999989409;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train_output/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0;0;0;0;0.0;0.0;97;5;95;3;0.9509803921568627;0.97;0.9603960396039604;0.9201840552184065;0.96;11135078872372698045;3;100;100;98;6;94;2;0.9207368843792509;0.96;0.337;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_30_neg_30_noise_0.las;30;30;0.0;oracle_neg;1;0.75;grouped_kfold;100;100;100;200;full_exact_model;4.877907416999989;0.19206170299989367;0.0009603085149994683;0.0013109170000120685;0.15004070799989222;0.0007502035399994611;0.0015917500000171003;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train_output/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_30_neg_30_noise_0.lp;0;0;0;0;0.0;0.0;98;3;97;2;0.9702970297029703;0.98;0.9751243781094527;0.9500475035627969;0.975;12247732131745393580;3;100;100;98;0;100;2;0.9801960588196069;0.99;0.331;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_40_neg_40_noise_0.las;40;40;0.0;oracle_neg;1;0.75;grouped_kfold;100;100;100;200;full_exact_model;4.636062041999992;0.19410896200000138;0.0009705448100000069;0.0013065839999910622;0.15081629299993438;0.0007540814649996719;0.0010007500000028813;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train_output/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_40_neg_40_noise_0.lp;0;0;0;0;0.0;0.0;92;3;97;8;0.968421052631579;0.92;0.9435897435897437;0.8911145902927308;0.945;4219484046590155669;3;100;100;98;0;100;2;0.9801960588196069;0.99;0.36;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_60_neg_60_noise_0.las;60;60;0.0;oracle_neg;1;0.75;grouped_kfold;100;100;100;200;full_exact_model;7.590246916999973;0.18897107800012236;0.0009448553900006118;0.0011267080000152419;0.14741079299986382;0.000737053964999319;0.0009462500000267937;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train_output/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0;0;0;0;0.0;0.0;100;0;100;0;1.0;1.0;1.0;1.0;1.0;14593416334681106301;3;100;100;100;0;100;0;1.0;1.0;0.34;0;0
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_80_neg_80_noise_0.las;80;80;0.0;oracle_neg;1;0.75;grouped_kfold;100;100;100;200;full_exact_model;9.338697833999987;0.18846529699985126;0.0009423264849992563;0.0013541659999987132;0.14646421200006898;0.0007323210600003449;0.0009660000000053515;0;0;1;0;0;3500;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_seedB/train_output/final_synthetic_seedB_20260903_043134/PRF_partial_0.75/ilasp_task_iter_3_pos_80_neg_80_noise_0.lp;0;0;0;0;0.0;0.0;100;0;100;0;1.0;1.0;1.0;1.0;1.0;12787014435264283934;3;100;100;100;0;100;0;1.0;1.0;0.336;0;0
