ILASP_TASK_FILENAME;SEMANTICS;P_PARTIAL;NOISE;RATIO_CONFIG;NFILES_POS;NFILES_NEG;ITERATION;ILASP_TRAIN_SUCCEEDED;LEARNED_MODEL_FILENAME;TEST_FULL_SET_POS;TEST_FULL_SET_NEG;TP_FULL;FP_FULL;TN_FULL;FN_FULL;MCC_FULL;HARD_NEG_COUNT;FP_HARD;TN_HARD;MCC_HARD;ACCURACY_HARD;HARD_EVAL_SECONDS
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_10_neg_10_noise_0_2.las;CMP;0.75;0.2;1;10;10;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_10_neg_10_noise_0_2.lp;100;100;13;9;91;87;0.06392027721005931;100;10;90;0.04701870933220124;0.515;0.3224
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_20_neg_20_noise_0_2.las;CMP;0.75;0.2;1;20;20;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_20_neg_20_noise_0_2.lp;100;100;100;2;98;0;0.9801960588196069;100;12;88;0.8864052604279183;0.94;0.2916
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_30_neg_30_noise_0_2.las;CMP;0.75;0.2;1;30;30;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_30_neg_30_noise_0_2.lp;100;100;100;20;80;0;0.8164965809277261;100;5;95;0.9511897312113418;0.975;0.2884
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_40_neg_40_noise_0_2.las;CMP;0.75;0.2;1;40;40;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_40_neg_40_noise_0_2.lp;100;100;97;0;100;3;0.9704367948586523;100;6;94;0.9104097766199728;0.955;0.3474
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_60_neg_60_noise_0_2.las;CMP;0.75;0.2;1;60;60;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.75/ilasp_task_iter_4_pos_60_neg_60_noise_0_2.lp;100;100;98;5;95;2;0.9304187826995326;100;4;96;0.9401880564188067;0.97;0.3465
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos50_20260704_225433/CMP_partial_0.75/ilasp_task_iter_4_pos_80_neg_80_noise_0_2.las;CMP;0.75;0.2;1;80;80;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_225433/CMP_partial_0.75/ilasp_task_iter_4_pos_80_neg_80_noise_0_2.lp;100;100;100;4;96;0;0.9607689228305227;100;17;83;0.8422598823413766;0.915;0.3242
