ILASP_TASK_FILENAME;SEMANTICS;P_PARTIAL;NOISE;RATIO_CONFIG;NFILES_POS;NFILES_NEG;ITERATION;ILASP_TRAIN_SUCCEEDED;LEARNED_MODEL_FILENAME;TEST_FULL_SET_POS;TEST_FULL_SET_NEG;TP_FULL;FP_FULL;TN_FULL;FN_FULL;MCC_FULL;HARD_NEG_COUNT;FP_HARD;TN_HARD;MCC_HARD;ACCURACY_HARD;HARD_EVAL_SECONDS
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_8_neg_12_noise_0_2.las;PRF;0.5;0.2;40pos;8;12;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_8_neg_12_noise_0_2.lp;100;100;99;66;34;1;0.43424811867344754;100;64;36;0.4506852867102552;0.675;0.3299
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_16_neg_24_noise_0_2.las;PRF;0.5;0.2;40pos;16;24;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_16_neg_24_noise_0_2.lp;100;100;64;0;100;36;0.6859943405700354;100;1;99;0.672538245981366;0.815;0.4242
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_24_neg_36_noise_0_2.las;PRF;0.5;0.2;40pos;24;36;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_24_neg_36_noise_0_2.lp;100;100;99;0;100;1;0.9900495037128093;100;0;100;0.9900495037128093;0.995;0.3964
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_32_neg_48_noise_0_2.las;PRF;0.5;0.2;40pos;32;48;4;1;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_32_neg_48_noise_0_2.lp;100;100;99;1;99;1;0.98;100;0;100;0.9900495037128093;0.995;0.379
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_48_neg_72_noise_0_2.las;PRF;0.5;0.2;40pos;48;72;4;0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_48_neg_72_noise_0_2.lp;100;100;0;0;0;0;0.0;;;;;;
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_64_neg_96_noise_0_2.las;PRF;0.5;0.2;40pos;64;96;4;0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos40_20260706_164632/PRF_partial_0.5/ilasp_task_iter_4_pos_64_neg_96_noise_0_2.lp;100;100;0;0;0;0;0.0;;;;;;
