ILASP_TASK_FILENAME;NFILES_POS;NFILES_NEG;NOISE;NEGATIVE_POLICY;NEGATIVE_FLIP_K;P_PARTIAL;TEST_SET_POLICY;TEST_SET_TARGET_PER_CLASS;TEST_SET_POS;TEST_SET_NEG;TEST_SET_SIZE;EVAL_MATCH_POLICY;RUNNING_TIME_ILASP_TRAIN_SECONDS;TEST_LEARNED_TOTAL_SECONDS;TEST_LEARNED_MEAN_SECONDS;TEST_LEARNED_MAX_SECONDS;TEST_ORACLE_TOTAL_SECONDS;TEST_ORACLE_MEAN_SECONDS;TEST_ORACLE_MAX_SECONDS;ANY_TEST_TIMED_OUT;ILASP_TRAIN_TIMED_OUT;ILASP_TRAIN_SUCCEEDED;ILASP_TRAIN_EXIT_CODE;ILASP_TRAIN_RETRIES_USED;TRAIN_TIMEOUT_SECONDS;TEST_TIMEOUT_SECONDS;LEARNED_MODEL_FILENAME;LEARNED_HEURISTIC_RULES;LEARNED_HAS_HEURISTIC;SYNTH_NEG_TOTAL;SYNTH_NEG_ORACLE_LEGAL;SYNTH_NEG_ORACLE_LEGAL_RATE;SYNTH_NEG_ORACLE_REJECT_RATE;TP;FP;TN;FN;PRECISION;RECALL;F1;MCC;ACCURACY;RUN_SEED;ITERATION
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/analysis/grd_prf_lab/integration/train/GRD_full/ilasp_task_iter_5_pos_10_neg_10_noise_0.las;10;10;0.0;oracle_neg;1;1.0;grouped_kfold;50;50;50;100;full_exact_model;1.0221082500065677;0.06758678890764713;0.0006758678890764713;0.001257791998796165;0.04397228795278352;0.0004397228795278352;0.0006138330063549802;0;0;1;0;0;600;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/analysis/grd_prf_lab/integration/train_output/GRD_full/ilasp_task_iter_5_pos_10_neg_10_noise_0.lp;0;0;0;0;0.0;0.0;23;0;0;77;1.0;0.23;0.3739837398373984;0.0;0.23;9141632272134464769;5
/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/analysis/grd_prf_lab/integration/train/GRD_full/ilasp_task_iter_5_pos_20_neg_20_noise_0.las;20;20;0.0;oracle_neg;1;1.0;grouped_kfold;50;50;50;100;full_exact_model;1.5112890000018524;0.06286916603858117;0.0006286916603858117;0.0012439160054782405;0.04358586711168755;0.00043585867111687547;0.0006684160034637898;0;0;1;0;0;600;20;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/analysis/grd_prf_lab/integration/train_output/GRD_full/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0;0;0;0;0.0;0.0;100;0;0;0;1.0;1.0;1.0;0.0;1.0;1374285478785546662;5
